Year,Month,Inflation_Value,dollar_index,us_dollar,pound,indian_rupee,south_african_rand,australian_dollar
2016,7,0.8,98.463,1337.347619,1017.738095,89877.31905,19263.9,1776.27619
2016,8,1.1,97.692,1340.13913,1023.086957,89681.47826,18430.7,1756.252174
2016,9,1.5,98.367,1326.05,1009.059091,88533.31364,18619.46818,1747.104545
2016,10,1.6,99.299,1266.590476,1027.504762,84510.02857,17638.57143,1663.642857
2016,11,1.7,101.648,1236.004545,994.3363636,83514.16818,17260.60455,1642.377273
2016,12,2.1,103.33,1148.445455,921.0409091,77936.92273,15907.93636,1565.204545
2017,1,2.5,103.089,1190.518182,964.1181818,81067.71818,16147.14545,1595.795455
2017,2,2.7,101.779,1234.38,988.28,82740.67,16280.04,1610.7
2017,3,2.4,101.08,1231.113043,996.9565217,81075.73913,15899.55652,1615.408696
2017,4,2.2,100.085,1267.51,1002.78,81781.315,17046.595,1682.69
2017,5,1.9,99.533,1246.834783,964.4130435,80353.65652,16514.9913,1676.326087
2017,6,1.6,98.229,1260.277273,983.6,81223.00455,16244.30909,1667.018182
2017,7,1.7,96.8,1236.242857,951.3619048,79679.65238,16262.78571,1585.6
2017,8,1.9,95.847,1282.46087,990.1782609,82045.47391,16966.68261,1620.452174
2017,9,2.2,95.101,1315,987.3619048,84755.75714,17311.32857,1649.57619
2017,10,2,96.66,1279.536364,969.5863636,83256.19545,17540.28636,1643.313636
2017,11,2.2,96.812,1282.3,970.0727273,83181.14545,18038.04091,1682.422727
2017,12,2.1,96.468,1263.166667,942.7809524,81158.28571,16510.22857,1651.228571
2018,1,2.1,94.316,1329.926087,962.5695652,84639.6,16235.1,1672.117391
2018,2,2.2,94.721,1331.555,953.8,85757.495,15745.795,1692.06
2018,3,2.4,95.005,1324.645455,948.0681818,86195.76364,15703.16364,1708.390909
2018,4,2.5,94.999,1334.247619,947.5142857,87647.86667,16152.00952,1736.142857
2018,5,2.8,97.524,1303.343478,968.5826087,88005.93478,16373.35217,1732.369565
2018,6,2.9,99.022,1281.6,964.447619,86888.1381,17068.55238,1709.809524
2018,7,2.9,99.335,1238.55,940.5090909,85122.92727,16580.02273,1673.318182
2018,8,2.7,100.281,1201.117391,932.5173913,83648.96087,16916.14783,1638.921739
2018,9,2.3,100.262,1198.495,917.585,86545.165,17691.235,1663.33
2018,10,2.5,100.913,1215.421739,934.226087,89455.16087,17625.95652,1709.695652
2018,11,2.2,101.984,1220.972727,946.5,87727.08636,17199.55455,1684.772727
2018,12,1.9,102.003,1250.890476,987.5857143,88455.66667,17840.10952,1747
2019,1,1.6,100.401,1291.208696,1001.547826,91350.17826,17877.38696,1806.669565
2019,2,1.5,100.403,1320.095,1014.18,94026.39,18270.28,1848.855
2019,3,1.9,100.772,1300.919048,988.1142857,90427.48095,18718.37619,1836.97619
2019,4,2,100.746,1285.486364,986.3954545,89239.96364,18180.86364,1807.327273
2019,5,1.8,101.603,1283.669565,999.5043478,89599.42609,18518.55217,1848.595652
2019,6,1.6,101.134,1359.065,1071.865,94352.51,19805.595,1956.46
2019,7,1.8,100.915,1413.004348,1133.469565,97169.56087,19836.53043,2024.417391
2019,8,1.7,102.809,1499.054545,1233.081818,106652.9045,22746.93636,2212.959091
2019,9,1.7,102.766,1511.328571,1223.419048,107869.2476,22424.8381,2219.166667
2019,10,1.8,102.203,1494.830435,1182.578261,106207.1826,22288.84783,2199.952174
2019,11,2.1,101.954,1470.052381,1140.980952,105070.6476,21740.8619,2153.471429
2019,12,2.3,101.464,1478.645455,1128.927273,105253.9591,21280.12273,2146.6
