Date,US dollar,Euro,Japanese yen,Pound sterling,Canadian dollar,Swiss franc,Indian rupee,Saudi riyal,UAE dirham,Thai baht,Korean won,South African rand,Australian dollar,Quarter,Year
1979-03-31,238.11874999999995,146.57187500000003,47981.234375000015,118.09062500000002,281.97812500000003,398.51093750000007,1944.0437499999994,794.675,910.7203124999997,4800.9,115233.45000000001,203.55468749999997,210.20312499999994,1,1979
1979-06-30,258.50153846153836,160.89538461538461,56378.68461538463,124.20153846153843,299.56461538461537,443.3892307692308,2108.8969230769226,876.696923076923,988.6646153846151,5211.943076923077,124209.75538461536,218.51538461538462,233.23230769230776,2,1979
1979-09-30,315.7030769230769,190.2061538461539,69089.27692307692,141.58153846153843,367.95846153846156,517.0723076923076,2517.7784615384626,1060.887692307692,1195.4292307692306,6420.269230769231,153096.2984615385,264.0815384615384,279.85076923076923,3,1979
1979-12-31,413.9166666666666,246.6439393939394,98773.86666666667,191.54545454545453,486.72727272727263,672.9727272727273,3369.6121212121225,1393.9727272727273,1570.3530303030307,8403.963636363635,200378.0803030303,342.9560606060605,375.3136363636363,4,1979
1980-03-31,630.2523076923077,376.12769230769214,153243.93538461538,279.2723076923077,733.34,1044.8753846153845,5043.516923076925,2112.749230769231,2369.1692307692306,12809.687692307692,343791.5784615385,513.8907692307694,571.7661538461538,1,1980
1980-06-30,542.0876923076922,332.72461538461545,125604.45076923072,237.41538461538465,634.3061538461536,913.6784615384618,4298.426153846154,1799.270769230769,2011.5630769230766,11002.64,317631.40769230766,428.5399999999999,481.7153846153846,2,1980
1980-09-30,648.8106060606061,393.4439393939393,142604.5257575758,272.3681818181818,751.9363636363635,1059.9454545454546,5033.922727272726,2151.9363636363632,2392.819696969697,13176.178787878784,394068.5712121213,492.88030303030314,558.280303030303,3,1980
1980-12-31,626.928787878788,406.159090909091,132056.6636363637,262.51363636363635,742.3,1080.4757575757576,4887.046969696971,2084.162121212122,2307.1696969696964,12805.859090909096,405718.1636363637,471.5348484848484,536.1787878787878,4,1980
1981-03-31,520.2562499999999,369.8171875,107110.95624999997,225.00312499999998,621.7859375,985.9625000000001,4220.628125000001,1738.8765625,1908.3281249999993,10667.178124999997,347709.11406249995,401.1765625,445.6374999999999,1,1981
1981-06-30,478.36153846153826,377.2061538461539,105181.46923076926,230.08,573.2061538461539,974.5861538461537,4030.667692307691,1615.226153846154,1778.932307692308,9931.88153846154,335277.2569230769,401.0553846153846,417.8323076923077,2,1981
1981-09-30,421.17424242424227,355.4787878787878,97524.39696969697,229.27121212121213,509.82424242424247,881.8818181818183,3792.20303030303,1438.6166666666668,1549.9242424242425,9467.318181818184,294094.53484848473,395.62121212121224,368.18333333333334,3,1981
1981-12-31,419.7439393939393,341.08939393939414,94333.62878787877,223.17575757575753,500.719696969697,768.2787878787877,3835.830303030301,1436.4151515151518,1541.55303030303,9621.427272727276,286753.7621212122,404.23636363636354,368.31969696969696,4,1981
1982-03-31,361.87343749999985,308.78593750000005,84539.15312499998,195.88281250000006,437.34062500000005,678.3531250000001,3329.0828124999994,1238.046875,1333.4093750000004,8304.946875000001,258917.04218749996,357.77343749999994,333.128125,1,1982
1982-06-30,333.3830769230767,296.8446153846154,81444.40461538464,187.44769230769234,414.57230769230773,666.1415384615384,3120.081538461538,1143.3984615384616,1224.9276923076923,7627.709230769228,242933.46769230775,358.97230769230777,318.1323076923077,2,1982
1982-09-30,381.00757575757564,360.6121212121212,98641.64696969697,220.9333333333333,475.27878787878814,805.4666666666667,3648.2045454545464,1310.2424242424245,1399.1257575757577,8726.625757575759,284536.0742424243,437.34999999999997,388.36212121212134,3,1982
1982-12-31,427.7333333333332,417.4848484848485,110518.46060606057,259.7757575757576,526.781818181818,912.9909090909089,4151.8242424242435,1471.9030303030313,1571.186363636364,9788.87878787879,321215.3484848485,481.6954545454546,449.36363636363626,4,1982
