Date,Year,Month,US dollar,Euro,Japanese yen,Pound sterling,Canadian dollar,Swiss franc,Indian rupee,Saudi riyal,UAE dirham,Thai baht,Korean won,South African rand,Australian dollar
9/30/1993,1993,09,355.2954545,295.7590909,37455.68636,232.8636364,469.4181818,503.7090909,11171.89545,1331.645455,1303.868182,8930.354545,286838.9545,1210.75,545.1136364
10/31/1993,1993,10,364.1904762,307.3285714,38964.09048,242.1380952,482.8,524.647619,11435.79524,1365.07619,1336.695238,9197.733333,294858.7619,1234.733333,550.0761905
11/30/1993,1993,11,373.85,326.4181818,40294.84545,252.3863636,492.4590909,559.4772727,11724.57727,1401.918182,1372.640909,9483.054545,301580.3455,1257.495455,562.0090909
12/31/1993,1993,12,383.9043478,336.3782609,42191.0087,257.426087,511.3782609,561.6782609,12044.53043,1440.882609,1410.434783,9778.63913,310771.2087,1297.043478,569.8826087
1/31/1994,1994,01,387.1238095,344.1285714,43107.5619,259.2809524,509.8333333,569.447619,12141.62857,1451.357143,1421.485714,9884.747619,313650.8714,1319.609524,556.1904762
2/28/1994,1994,02,381.935,337.2,40569.655,258.105,512.495,556.125,11979.925,1432.29,1401.86,9691.35,309127.465,1317.76,533.32
3/31/1994,1994,03,384.1478261,332.4826087,40405.10435,257.4956522,524.126087,549.0217391,12051.71304,1440.447826,1410.686957,9715.647826,310138.5391,1327.53913,540.0956522
4/30/1994,1994,04,378.4285714,326.8619048,39151.98095,255.3571429,523.4238095,544.1047619,11869.98095,1419.171429,1391.152381,9557.252381,306011.4571,1354.557143,528.6761905
5/31/1994,1994,05,381.3863636,322.2045455,39583.97273,253.5863636,526.7363636,538.9318182,11963.63182,1430.25,1400.977273,9612.868182,307489.1591,1385.518182,526.0363636
6/30/1994,1994,06,385.6681818,321.3227273,39532,252.8772727,533.3636364,529.7863636,12093.23182,1445.831818,1416.227273,9690.25,310909.3409,1399.645455,525.6772727
7/31/1994,1994,07,385.5047619,310.8095238,37965.19048,249.352381,532.8952381,510.4333333,12092.63333,1445.780952,1416.080952,9627.561905,310289.4762,1414.609524,524.8809524
8/31/1994,1994,08,380.4956522,306.9695652,38019.26522,246.7304348,524.4217391,501.7043478,11935.7913,1426.986957,1397.404348,9518.130435,305698.887,1369.552174,514.0130435
9/30/1994,1994,09,391.5818182,312.4636364,38672.63636,250.2090909,530.3181818,505.0272727,12283.58182,1468.640909,1438.340909,9776.259091,313418.5727,1392.590909,528.05
10/31/1994,1994,10,389.7952381,305.5380952,38370.52381,242.7714286,526.052381,493.2380952,12227.12857,1462.266667,1431.185714,9731.319048,311316.4714,1380.452381,527.9904762
11/30/1994,1994,11,384.4,305.8909091,37668.14091,242.0590909,524.4272727,498.1409091,12065.83636,1441.768182,1411.509091,9603.995455,306044.2227,1354.931818,509.2090909
12/31/1994,1994,12,379.8,309.6954545,38044.10909,243.7227273,527.5227273,504.55,11919.75455,1424.445455,1394.659091,9534.227273,300607.9182,1352.231818,490.5181818
1/31/1995,1995,01,378.7772727,302.7909091,37751.48636,240.6409091,535.2318182,487.5227273,11882.06364,1420.686364,1391.131818,9512.981818,299431.0682,1340.554545,495.0545455
2/28/1995,1995,02,376.655,297.13,36976.35,239.62,527.455,478.575,11817.565,1412.56,1383.35,9420.675,297871.785,1341.22,506.14
3/31/1995,1995,03,382.1347826,290.5652174,34573.07826,238.8086957,538.1304348,447.073913,12074.75652,1433.121739,1403.417391,9462.252174,297294.4696,1375.534783,520.1
4/30/1995,1995,04,390.87,292.32,32701.795,243.15,537.76,444.485,12272.135,1465.885,1435.525,9600.275,299840.58,1408,531.07
5/31/1995,1995,05,385.4956522,291.0173913,32752.5087,242.7391304,524.6173913,450.0782609,12108.63478,1445.782609,1415.826087,9503.369565,293427.613,1409.508696,530.2086957
6/30/1995,1995,06,387.5772727,289.9363636,32762.27727,242.9681818,533.8590909,448.3409091,12166.9,1453.6,1423.422727,9557.136364,294864.6364,1419.040909,538.3818182
7/31/1995,1995,07,386.2571429,285.3809524,33706.9381,242.1142857,525.8714286,446.2380952,12118.51429,1448.628571,1418.561905,9558.642857,292312.0714,1405.614286,530.9952381
8/31/1995,1995,08,383.6521739,291.5565217,36333.59565,244.8347826,519.8826087,458.926087,12114.43478,1438.9,1409.026087,9573.73913,294849.9783,1396.273913,517.3652174
9/30/1995,1995,09,383.0666667,294.2904762,38445.26667,245.8190476,517.4047619,454.9904762,12720.69524,1436.614286,1406.947619,9621.138095,295641.5667,1402.352381,508.1285714
10/31/1995,1995,10,383.1636364,287.6636364,38616.06818,242.8318182,515.4318182,438.8318182,13245.29091,1436.977273,1407.204545,9620.668182,293919.3091,1398.372727,505.8590909
11/30/1995,1995,11,385.3227273,288.3,39256.60455,246.65,521.2863636,440.6863636,13363.83182,1445.131818,1415.190909,9694.254545,296565.2,1405.295455,517.1272727
12/31/1995,1995,12,387.5238095,293.2333333,39465.3,251.547619,530.4809524,450.6619048,13544.07619,1453.395238,1423.314286,9749.171429,298890.381,1419.271429,523.0238095
1/31/1996,1996,01,398.926087,304.4434783,42094.66087,260.5521739,545.1695652,470.2608696,14264.77391,1496.108696,1465.173913,10083.96522,313860.3391,1452.273913,537.6043478
2/29/1996,1996,02,404.7761905,309.8285714,42784.78571,263.4619048,556.8142857,483.9666667,14788.69524,1518.052381,1486.609524,10217.08095,315714.2857,1515.714286,535.5571429
3/31/1996,1996,03,396.2190476,304.5238095,41963.9381,259.4238095,540.952381,473.6952381,13584.94286,1485.928571,1455.219048,9996.152381,309488.6762,1556.785714,513.447619
4/30/1996,1996,04,392.95,305.6363636,42120.21364,259.2318182,533.9636364,478.7363636,13426.23636,1473.572727,1443.177273,9934,306620.1091,1652.631818,499.9
5/31/1996,1996,05,391.9869565,308.9695652,41702.2913,258.8086957,536.7434783,491.7043478,13661.62174,1470.030435,1439.721739,9912.004348,306062.1261,1713.221739,491.8217391
6/30/1996,1996,06,385.285,302.615,41978.41,249.9,526.15,484.505,13450.065,1444.945,1415.06,9766.74,307558.7,1675.99,486.74
7/31/1996,1996,07,383.4869565,296.7130435,41879.46087,246.7782609,525.0521739,472.8304348,13582.62174,1438.226087,1408.482609,9722.017391,311691.4826,1684.404348,485.826087
8/31/1996,1996,08,387.3227273,296.5090909,41766.39091,249.8,531.3818182,465.7636364,13791.3,1452.627273,1422.518182,9793.040909,316598.0864,1753.190909,494.5909091
9/30/1996,1996,09,383.1904762,296.7952381,42083.52857,245.6952381,524.6761905,472.1142857,13670.91429,1437.104762,1407.342857,9720.442857,315031.7429,1724.547619,483.1619048
10/31/1996,1996,10,381.0826087,298.173913,42824.09565,240.2913043,514.7304348,479.4478261,13586.44348,1429.186957,1399.486957,9706.217391,315203.6043,1743.882609,481.1913043
11/30/1996,1996,11,377.8571429,292.7095238,42420.05238,227.3095238,505.6333333,481.7238095,13495.44762,1417.114286,1387.719048,9619.719048,312768.7667,1758.728571,474.1238095
12/31/1996,1996,12,369,292.3272727,42055.67273,221.6045455,502.6045455,490.6545455,13220.30909,1383.840909,1355.059091,9440.895455,310004.25,1729.263636,462.9818182
1/31/1997,1997,01,355.7347826,290.0565217,41892.31304,214.2086957,480.2521739,493.9434783,12756.98261,1334.104348,1306.308696,9148.556522,302605.1652,1651.56087,456.9652174
2/28/1997,1997,02,346.595,296.63,42627.78,213.34,469.615,504.27,12433.505,1299.85,1272.73,8996.225,300240.33,1543.255,451.205
3/31/1997,1997,03,351.4761905,304.7761905,43126.10952,218.3952381,482.2047619,514.2190476,12604.01429,1318.142857,1290.590476,9122.619048,309495.7238,1557.514286,446.1619048
4/30/1997,1997,04,344.4909091,300.9681818,43271.43636,211.4045455,480.1090909,503.2545455,12333.76364,1291.959091,1265.113636,8976.25,307812.3455,1530.040909,442.2272727
5/31/1997,1997,05,343.6136364,299.0818182,40899.29091,210.3772727,474.1909091,491.9136364,12301.05,1288.659091,1261.895455,8844.15,306598.0682,1534.495455,443.5954545
6/30/1997,1997,06,340.7809524,300.2,38953.70952,207.2142857,471.5428571,491.3571429,12198.12857,1278.061905,1251.5,8588.885714,303008.9429,1533.271429,451.9428571
7/31/1997,1997,07,324.126087,295.5,37343.27826,194.0913043,446.3391304,479.9652174,11578.35652,1215.6,1190.313043,9767.243478,288738.1174,1477.56087,436.5347826
8/31/1997,1997,08,324.0333333,303.5142857,38180.24762,202.0952381,450.2428571,489.8428571,11640.99524,1215.238095,1190.019048,10510.97143,290531.8286,1517.752381,437.6047619
9/30/1997,1997,09,322.8409091,293.7681818,39003.47727,201.5590909,447.7090909,474.8727273,11757.64545,1210.781818,1185.677273,11731.77727,293805.8591,1513.586364,445.9
10/31/1997,1997,10,324.8913043,290.7173913,39299.26522,199.026087,450.373913,471.6173913,11768.34348,1218.552174,1193.226087,12203.13913,300661.8304,1530.169565,450.573913
11/30/1997,1997,11,306.06,269.95,38365.715,181.195,432.325,430.55,11389.315,1147.885,1124.055,12016.825,315867.675,1480.37,440.49
12/31/1997,1997,12,289.3086957,262.1086957,37510.51739,174.2130435,412.9304348,416.2913043,11343.18261,1085.03913,1062.547826,13032.51739,439372.3087,1408.491304,437.0434783
1/31/1998,1998,01,289.1545455,267.8636364,37438.08636,176.7363636,416.4454545,426.2454545,11341.95,1084.577273,1062.022727,15392.82727,490414.4273,1427.813636,440.3863636
2/28/1998,1998,02,297.51,275.42,37421.89,181.325,426.68,435.125,11575.83,1115.805,1092.685,13681.23,483790.985,1467.42,441.43
3/31/1998,1998,03,295.9590909,276,38205.4,178.0727273,419.3727273,440.7545455,11692.76364,1110,1086.972727,12204.69091,440763.4636,1471.840909,441.8636364
4/30/1998,1998,04,308.25,285.3636364,40601.81818,184.2454545,440.5863636,463.7045455,12218.98182,1156.018182,1132.1,12193.75455,428181.0682,1555.072727,472.1227273
5/31/1998,1998,05,299.5142857,271.3761905,40418.84762,182.8809524,432.8,442.6333333,12096.40952,1123.328571,1100.061905,11712.36667,418054.7286,1525.3,474.6238095
6/30/1998,1998,06,292.3454545,267.4545455,40991.56818,177.0909091,428.3090909,436.7545455,12345.29545,1096.468182,1073.677273,12353.01818,408020.2182,1574.513636,483.3636364
7/31/1998,1998,07,292.8956522,268.8217391,41200.76522,178.173913,435.2304348,443.073913,12449.44783,1098.513043,1075.713043,12073.12174,378969.6261,1824.695652,473.6956522
8/31/1998,1998,08,283.6142857,258.947619,41037.27143,173.6095238,434.9238095,423.6952381,12123.92857,1064.138095,1041.647619,11806.72857,372088.2143,1792.333333,481.3190476
9/30/1998,1998,09,289.0045455,251.0227273,38849.16818,171.7772727,439.6909091,404.6681818,12285,1083.954545,1061.395455,11661.90909,396769.3364,1760.718182,490.6227273
10/31/1998,1998,10,295.9545455,247.8863636,35785.74091,174.5863636,457,395.6909091,12525.87727,1109.904545,1086.95,11272.73636,396918.6773,1714.827273,478.8363636
11/30/1998,1998,11,294.1380952,252.9047619,35396.6619,176.9809524,453.1809524,407.2380952,12465.28095,1103.142857,1080.304762,10721.82857,379485.5524,1663.528571,463.1761905
12/31/1998,1998,12,290.7608696,248.2304348,34006.51739,173.9826087,448.5608696,395.5913043,12371.80435,1090.830435,1067.9,10536.32174,352169.4304,1715.369565,470.4304348
1/31/1999,1999,01,287.1761905,247.4619048,32527.12381,173.8809524,436.5190476,397.4333333,12206.60952,1077.138095,1054.7,10501.48571,337429.7571,1717.32381,454.6333333
2/28/1999,1999,02,287.35,256.59,33491.725,176.54,430.235,410.05,12209.075,1077.765,1055.36,10656.07,341057.59,1756.62,448.775
3/31/1999,1999,03,285.973913,262.7347826,34177.17391,176.3086957,433.9347826,419.1086957,12136.37826,1072.473913,1050.33913,10717.5087,351223.7304,1775.673913,453.2869565
4/30/1999,1999,04,282.45,263.8181818,33817.89545,175.4409091,420.2590909,422.5909091,12063.33182,1059.213636,1037.363636,10622.16364,340751.4136,1727.572727,439.7136364
5/31/1999,1999,05,276.5666667,260.2571429,33731.5619,171.2619048,404.1857143,416.9809524,11829.05238,1037.214286,1015.771429,10232.88571,331002.3095,1709.804762,417.4428571
6/30/1999,1999,06,261.3363636,251.8636364,31553.99091,163.8590909,384.0227273,401.7954545,11273.36364,980.0818182,959.7954545,9644.163636,305337.6682,1590.140909,398.1
7/31/1999,1999,07,256.0909091,247.3272727,30602.09091,162.6545455,380.95,396.7454545,11083.16818,960.45,940.5727273,9502.340909,303974.7364,1564.536364,389.9454545
8/31/1999,1999,08,256.5818182,241.9409091,29058.63636,159.7318182,382.9,387.2363636,11148.30909,962.2045455,942.3272727,9758.422727,307250.7909,1572.295455,398.0318182
9/30/1999,1999,09,264.7545455,251.8909091,28312.98636,162.9318182,391.0181818,403.4636364,11526.18636,992.9,972.3954545,10593.70455,317781.2818,1602.531818,407.4545455
10/31/1999,1999,10,310.7428571,290.3904762,32946.28571,187.5047619,458.9714286,462.9952381,13499.40476,1165.338095,1141.280952,12243.60952,374391.5048,1894.6,476.8952381
11/30/1999,1999,11,293.2136364,284.0363636,30682.46818,180.85,430.0454545,455.9181818,12723.11818,1099.609091,1076.854545,11355.45455,344676.5636,1800.209091,458.8863636
12/31/1999,1999,12,283.9608696,280.9086957,29116.88696,176.0086957,418.173913,449.8956522,12346.45217,1064.904348,1042.873913,10841.66957,322646.4,1745.391304,442.8565217
1/31/2000,2000,01,284.6190476,281.1095238,29944.69048,173.6142857,412.2095238,452.7952381,12394.65238,1067.361905,1045.328571,10631.55714,321624.4905,1743.771429,432.8809524
2/29/2000,2000,02,299.8904762,304.8714286,32820.32857,187.452381,435.1857143,489.9380952,13076.24762,1124.642857,1101.390476,11322.20952,338685.5905,1894.6,477.5333333
3/31/2000,2000,03,286.4217391,296.8,30451.54348,181.2434783,418.3043478,476.1956522,12481.78261,1074.06087,1051.9,10855.38696,319660.5478,1851.5,469.9086957
4/30/2000,2000,04,279.735,295.69,29539.87,176.66,410.665,465.25,12206.85,1049.085,1027.385,10622.91,310494.05,1857.75,469.1
5/31/2000,2000,05,275.0347826,303.4347826,29772.68261,182.3304348,411.1391304,472.426087,12094.8913,1031.426087,1010.113043,10706,307990.4826,1933.726087,475.873913
6/30/2000,2000,06,285.75,300.7409091,30307.7,189.3590909,421.9636364,469.3909091,12766.55455,1071.65,1049.477273,11163.69545,319341.4682,1975.295455,480.1181818
7/31/2000,2000,07,281.6142857,299.552381,30440.95238,186.6380952,416.2190476,464.4333333,12608.48571,1056.152381,1034.22381,11332.62857,313913.9095,1939.585714,479.147619
8/31/2000,2000,08,274.4478261,303.3956522,29652.25217,184.2,406.8608696,470.626087,12536.98261,1029.330435,1007.973913,11215.38696,305790.8478,1909.117391,472.1782609
9/30/2000,2000,09,273.7047619,314.0571429,29213.27619,190.6952381,406.5666667,480.5714286,12557.89524,1026.490476,1005.214286,11472.18571,305463.7857,1961.614286,494.1095238
10/31/2000,2000,10,270.0136364,316.1636364,29280.68636,186.0636364,408.2181818,478.2045455,12511.18182,1012.731818,991.6863636,11684.05,304862.8045,2019.386364,510.6045455
11/30/2000,2000,11,266.0363636,310.9681818,28993.95455,186.6227273,410.2954545,472.9636364,12441.91364,997.7727273,977.0181818,11643.55,307823.6682,2045.345455,509.3636364
12/31/2000,2000,12,271.847619,302.0857143,30497.71429,185.7095238,413.8285714,457.3190476,12703.86667,1019.519048,998.4190476,11733.39048,330821.4667,2076.385714,496.8761905
1/31/2001,2001,01,265.8956522,283.6130435,31025.85217,179.9217391,399.6478261,433.4043478,12372.26522,997.1913043,976.5565217,11472.6,338210.013,2064.543478,479.0913043
2/28/2001,2001,02,261.895,284.385,30435.545,180.225,398.665,436.78,12181.455,982.08,961.825,11167.42,327893.565,2046.43,490.61
3/31/2001,2001,03,263.0545455,289.3818182,31928.84545,181.9909091,409.8681818,444.3136364,12260.35,986.4545455,966.1,11560.04545,339469,2074.927273,522.5272727
4/30/2001,2001,04,260.3857143,291.9142857,32212.25238,181.4047619,405.5,446.1571429,12174.53333,976.4666667,956.3095238,11840.41905,345494.8714,2102.833333,519.1
5/31/2001,2001,05,272.3,311.3478261,33147.9913,190.9130435,419.5956522,477.4826087,12773.41304,1021.147826,1000.056522,12390.92174,353268,2170.456522,523.2478261
6/30/2001,2001,06,270.2333333,316.9,33055.03333,192.847619,411.9190476,482.452381,12698.98571,1013.485714,992.5619048,12226.04286,349579.3714,2177.47619,521.5761905
7/31/2001,2001,07,267.55,310.9363636,33315.34545,189.2363636,409.1909091,470.6318182,12608.94545,1003.372727,982.6409091,12203.23636,348610.6909,2193.172727,525.4
8/31/2001,2001,08,272.426087,302.4086957,33058.09565,189.6086957,419.3478261,457.9913043,12836.37391,1021.626087,1000.534783,12227,350009.3652,2263.786957,519.5
9/30/2001,2001,09,283.435,310.97,33597.655,193.665,443.99,463.49,13501.6,1063.015,1040.965,12564.07,367175.2,2455.77,561.02
10/31/2001,2001,10,283.0826087,312.4130435,34340.44783,194.9913043,444.5956522,462.2565217,13589.67826,1061.63913,1039.691304,12660.65652,368811.3217,2625.443478,561.0869565
11/30/2001,2001,11,276.1818182,310.95,33792.61364,192.3545455,439.8954545,455.8772727,13254.16818,1035.727273,1014.345455,12259.52273,354242.3545,2688.372727,534.5409091
12/31/2001,2001,12,276.1333333,309.9619048,35248.61429,191.6095238,436.3047619,457.6809524,13225.28095,1035.528571,1014.166667,12129.61905,356921.2714,3218.642857,537.6761905
1/31/2002,2002,01,281.3086957,318.4695652,37299.86957,196.2782609,450.0956522,469.7,13585.06522,1054.943478,1033.204348,12383.46087,370414.8609,3268.069565,544.6565217
2/28/2002,2002,02,295.515,339.46,39476.575,207.655,471.485,501.605,14378.455,1108.17,1085.385,12949.87,390255.055,3395.855,576.25
3/31/2002,2002,03,294.4190476,335.8714286,38576.47619,206.9666667,467.2190476,492.9714286,14343.31905,1104.109524,1081.361905,12775.45238,389472.2857,3375.871429,560.2809524
4/30/2002,2002,04,302.6409091,341.4545455,39561.74091,209.6909091,478.75,500.4454545,14794.99545,1134.922727,1111.559091,13139.98182,398864.0727,3352.340909,565.1818182
5/31/2002,2002,05,314.3391304,342.7173913,39696.52174,215.3478261,487.0391304,499.3130435,15390.94348,1178.782609,1154.495652,13453.31304,396833.5391,3185.178261,571.273913
6/30/2002,2002,06,321.735,336.505,39662.915,216.885,492.95,495.34,15743.905,1206.56,1181.675,13557.595,393419.715,3269.375,566.17
7/31/2002,2002,07,313.3130435,315.673913,36975.93478,201.5478261,484.1608696,461.5913043,15270.14783,1174.934783,1150.682609,12922.1913,371231.0478,3162.66087,566.1956522
8/31/2002,2002,08,310.0818182,317.1,36903.33182,201.75,486.6863636,464.3136364,15056.60455,1162.804545,1138.818182,13074.33182,371218.35,3280.590909,572.6954545
9/30/2002,2002,09,319.152381,325.3095238,38579.92381,205.0952381,502.6047619,476.3904762,15452.82857,1196.904762,1172.17619,13674.34286,386235.1429,3381.414286,583.7904762
10/31/2002,2002,10,316.5869565,322.5173913,39209.36522,203.2652174,499.5695652,472.5,15303.83043,1187.208696,1162.730435,13812.09565,392615.0478,3262.313043,575.2695652
11/30/2002,2002,11,319.0904762,318.4761905,38762.20952,202.952381,501.3333333,467.3380952,15391.02857,1196.609524,1171.961905,13819.94762,386470.3905,3074.3,568.3904762
12/31/2002,2002,12,334.2727273,327.5045455,40678.33182,210.55,521.0909091,480.0454545,16076.65909,1253.572727,1227.709091,14462.05909,403368.9364,2987.386364,593.9909091
1/31/2003,2003,01,356.4478261,335.6782609,42340.66522,220.4695652,549.8304348,490.673913,17074.96957,1336.73913,1309.186957,15246.60435,419839.6696,3096.565217,612.0956522
2/28/2003,2003,02,358.985,333.04,42880.3,223.155,543.055,488.58,17136.705,1346.195,1318.52,15397.585,427784.83,2970.285,603.265
3/31/2003,2003,03,340.5714286,315,40390.10476,215.0428571,502.647619,462.7857143,16221.19524,1277.128571,1250.833333,14561.6,420964.381,2737.07619,565.7333333
4/30/2003,2003,04,328.0863636,302.1136364,39337.34545,208.3909091,478.4363636,452.2545455,15541.79545,1230.327273,1205.027273,14075.88182,403710.9591,2511.6,537.9772727
5/31/2003,2003,05,355.6772727,307.3636364,41725.51818,219.1227273,491.9909091,465.7181818,16742.97273,1333.827273,1306.313636,14999.56818,427095.95,2728.677273,549.3863636
6/30/2003,2003,06,356.3809524,305.4142857,42166.8381,214.6285714,482.3714286,470.4428571,16640.5619,1336.42381,1308.890476,14842.05714,425465.7286,2805.452381,535.8666667
7/31/2003,2003,07,351.0347826,308.5565217,41658.86522,216.1956522,484.6043478,477.3521739,16221.28696,1316.417391,1289.313043,14665.42609,414366.7261,2645.273913,530.326087
8/31/2003,2003,08,359.7380952,322.6619048,42683.94286,225.7190476,502.1238095,496.952381,16517.23333,1349.047619,1321.22381,14977.13333,423893.5143,2655.552381,551.9333333
9/30/2003,2003,09,378.9636364,336.8863636,43535.17727,234.9636364,516.9909091,521.2454545,17365.85,1421.159091,1391.822727,15335.87273,441435.8909,2766.245455,572.3
10/31/2003,2003,10,378.9347826,323.5565217,41477.27826,225.726087,500.9217391,501.0434783,17195.57391,1421.043478,1391.726087,15053.88696,442259.2478,2637.4,545.3913043
11/30/2003,2003,11,389.93,332.8,42555.82,230.7,511.51,518.95,17756.565,1462.275,1432.105,15564.5,462464.52,2617.345,544.095
12/31/2003,2003,12,407.6869565,331.3391304,43915.92174,232.5826087,535.526087,515.1608696,18571.77826,1528.843478,1497.282609,16192.08696,486019.3261,2662.382609,551.3695652
1/31/2004,2004,01,413.9181818,327.9363636,44018.31818,227.2,536.6363636,513.4545455,18803.72727,1552.236364,1520.272727,16194.41818,489867.85,2874.513636,537.6590909
2/29/2004,2004,02,404.91,320.33,43176.315,216.835,538.58,503.99,18312.75,1518.35,1487.14,15820.095,472152.505,2731.87,520.88
3/31/2004,2004,03,406.6913043,331.5173913,44106.88696,222.6304348,540.4086957,519.1304348,18270.08696,1524.978261,1493.7,16040.93913,474095.5348,2687.578261,542.4695652
4/30/2004,2004,04,404.7545455,337.3863636,43533.42273,224.3545455,543.0681818,524.6409091,17751.94091,1517.836364,1486.604545,15953.73636,466256.85,2654.690909,543.6909091
5/31/2004,2004,05,384.4761905,320.1142857,43093.25714,214.9095238,529.6380952,493.0095238,17359.82381,1441.804762,1412.133333,15584.62381,452281.4048,2604.961905,545.5238095
6/30/2004,2004,06,392.3954545,323.1227273,42917.89091,214.7227273,532.7727273,490.6454545,17842.55909,1471.5,1441.209091,16010.21364,454571.6455,2518.85,565.1454545
7/31/2004,2004,07,398.1136364,324.5181818,43556.15909,216.0318182,526.7,495.4681818,18313.18182,1492.945455,1462.195455,16292.96818,461051.9727,2439.168182,556.1
8/31/2004,2004,08,400.7409091,328.7090909,44180.14091,220.1909091,525.9636364,505.7454545,18554.09091,1502.786364,1471.85,16631.89091,463831.8182,2592.054545,563.3318182
9/30/2004,2004,09,405.2954545,331.8818182,44620.59091,226.15,522.4636364,512.2090909,18660.01818,1519.886364,1488.586364,16802.83182,465393.8955,2648.409091,577.1909091
10/31/2004,2004,10,420.4857143,336.447619,45747.11429,232.7714286,524.347619,518.9619048,19229.4,1576.847619,1544.380952,17363.77143,480018.9476,2686.838095,573.0904762
11/30/2004,2004,11,439.3909091,337.9545455,45993.80909,236.1727273,525.5772727,514.1272727,19796.07727,1647.745455,1613.727273,17694.67727,477252.2091,2652.354545,569.9409091
12/31/2004,2004,12,441.6826087,329.5217391,45853.97391,229.1130435,538.6217391,506.3913043,19381.07391,1656.369565,1622.126087,17311.03478,464087.3478,2532.447826,575.5217391
1/31/2005,2005,01,424.6,323.8666667,43877.71429,226.1190476,519.9190476,501.0619048,18541.54762,1592.290476,1559.3,16447.54286,440789.8048,2537.090476,554.4666667
2/28/2005,2005,02,423.37,325.27,44440.225,224.34,525.06,504.255,18481.48,1587.66,1554.9,16283.46,432648.46,2544.115,542.005
3/31/2005,2005,03,433.5521739,328.7521739,45620.97391,227.6565217,527.1173913,509.4956522,18926.50435,1625.834783,1592.326087,16735.26522,436901.4783,2619.465217,552.3130435
4/30/2005,2005,04,429.247619,331.7238095,46030.34762,226.3952381,530.6809524,513.1904762,18760.71905,1609.738095,1576.528571,16974.4,433627.1,2640.757143,555.2190476
5/31/2005,2005,05,422.3545455,332.9863636,45037.81818,227.8,530.5181818,514.4454545,18365.27727,1583.859091,1551.209091,16822.41818,423421.3864,2680.040909,551.3272727
6/30/2005,2005,06,430.6772727,354.2590909,46825.55455,236.9181818,534.1954545,545.3318182,18757.89545,1615.05,1581.75,17629.10455,435999.5864,2904.509091,561.5318182
7/31/2005,2005,07,424.4952381,352.7095238,47517.15714,242.4428571,519.6619048,549.547619,18460.45238,1591.947619,1559.057143,17702.38571,440298.5333,2845.561905,564.1666667
8/31/2005,2005,08,437.9086957,356.1434783,48434.23043,243.9913043,527.3434783,553.0478261,19088.93913,1642.182609,1608.278261,18017.97826,447516.5217,2830.473913,575.0782609
9/30/2005,2005,09,456.0681818,372.5090909,50677.71818,252.3772727,537.3181818,577.3090909,20011.13636,1710.463636,1674.963636,18720.41364,469673.2636,2901.622727,595.7727273
10/31/2005,2005,10,469.9095238,390.9142857,53971.61429,266.3952381,553.1904762,605.5142857,21049.64286,1762.609524,1725.847619,19224.45714,491644.5476,3094.07619,623.5380952
11/30/2005,2005,11,476.6863636,404.6454545,56475.60455,274.9818182,563.2954545,625.2681818,21769.29091,1787.681818,1750.813636,19606.26818,496037.1182,3170.622727,648.3681818
12/31/2005,2005,12,508.8636364,429.0863636,60247.14091,291.6409091,591.3909091,664.4772727,23189.63636,1908.409091,1869.040909,20910.57273,520316.9909,3234.859091,685.9863636
1/31/2006,2006,01,548.2136364,452.7045455,63346.80909,310.4727273,634.9318182,701.3681818,24267.95455,2055.890909,2013.504545,21710.29545,538884.2136,3337.559091,731.4863636
2/28/2006,2006,02,555.015,464.985,65429.455,317.67,637.83,724.675,24565.585,2081.36,2038.52,21860.635,538401.235,3394.665,748.56
3/31/2006,2006,03,557.1130435,463.2956522,65352.0913,319.5304348,644.926087,727.3086957,24750.23478,2089.282609,2046.117391,21703.83913,543162.4087,3481.352174,767.2913043
4/30/2006,2006,04,608.905,496.17,71256.99,344.35,696.695,781.115,27345.74,2283.715,2236.455,23119.56,580205.405,3704.27,826.515
5/31/2006,2006,05,672.5956522,526.7521739,75140.12174,360.0391304,746.6782609,819.973913,30497.42174,2522.043478,2470.234783,25544.23478,633077.1304,4248.552174,880.5
6/30/2006,2006,06,596.1590909,470.9181818,68310.09091,323.4590909,664.1318182,734.5681818,27435.60455,2235.918182,2189.618182,22870.76364,569030.2955,4153.986364,805.9227273
7/31/2006,2006,07,633.7190476,499.5238095,73303.51905,343.552381,715.1380952,783.752381,29447.32381,2376.685714,2327.619048,24068.98095,602559.681,4482.4,842.147619
8/31/2006,2006,08,632.1217391,493.3652174,73261.22609,333.6391304,707.1347826,778.4391304,29412.56957,2370.621739,2321.682609,23768.7913,607592.6739,4392.956522,828.3043478
9/30/2006,2006,09,598.2047619,470.0809524,70058.1,317.4142857,667.5904762,744.652381,27583.24762,2243.433333,2197.085714,22397.5619,570038.1667,4450.342857,791.8380952
10/31/2006,2006,10,585.8,464.4136364,69511.82273,312.3363636,661.0363636,738.4090909,26627.98182,2196.390909,2151.536364,21853.84545,558507.2,4475.836364,777.2
11/30/2006,2006,11,627.8454545,487.15,73626.39545,328.3863636,713.5818182,775.5409091,28147.17727,2354.577273,2306.022727,22928.6,587303.2,4549.413636,812.8
12/31/2006,2006,12,628.5809524,475.9714286,73753.29048,320.2428571,725.0380952,760.3904762,28039.8,2357.314286,2308.62381,22510.81905,581736.2048,4422.904762,800.0619048
1/31/2007,2007,01,631.2130435,485.6347826,75997.6087,322.2565217,742.0782609,784.2782609,27961.64348,2367.417391,2318.304348,22367.16522,591205.6217,4534.56087,806.2217391
