Date,US dollar,Euro,Japanese yen,Pound sterling,Canadian dollar,Swiss franc,Indian rupee,Saudi riyal,UAE dirham,Thai baht,Korean won,South African rand,Australian dollar
1/2/79,226.8,137.3,43164.9,111.5,263.7,359.6,1792.9,735.6,851.3,4454.6,107470.0,194.6,193.6
1/3/79,218.6,134.0,43717.9,108.0,264.4,365.9,1802.2,739.4,855.7,4477.7,108027.4,192.2,193.0
1/4/79,223.2,136.8,43674.9,110.7,264.1,366.4,1811.7,743.4,860.3,4501.5,108602.5,193.0,194.6
1/5/79,225.5,138.4,44582.5,111.6,268.4,373.7,1843.6,756.4,875.4,4580.6,110510.4,196.4,197.9
1/8/79,223.1,136.4,44436.2,110.2,269.5,372.6,1841.3,750.9,869.7,4574.2,110356.3,197.2,197.9
1/9/79,224.0,137.3,44045.6,111.0,266.3,372.8,1822.5,743.3,860.9,4528.3,109248.4,195.0,195.9
1/10/79,220.7,135.5,43366.4,109.9,261.8,365.9,1803.5,735.6,852.0,4481.0,108108.3,192.0,192.7
1/11/79,220.7,135.9,43770.6,110.2,262.5,370.9,1814.6,740.1,857.2,4508.5,108771.7,192.4,193.8
1/12/79,217.6,134.1,42837.1,109.0,257.2,364.6,1782.6,727.1,842.1,4429.1,106856.6,187.1,189.8
1/15/79,216.9,133.8,42795.3,108.8,256.8,367.8,1782.0,718.1,825.5,4374.7,106819.8,187.3,189.8
1/16/79,220.7,135.6,43225.9,110.2,260.9,367.7,1796.5,724.0,832.3,4410.4,107689.8,189.3,191.9
1/17/79,227.3,139.2,44349.7,113.3,267.6,376.2,1842.1,742.3,853.4,4522.2,110419.8,196.0,197.1
1/18/79,231.8,141.7,44823.4,115.3,270.8,379.1,1861.7,750.3,862.5,4570.5,111599.2,197.1,199.0
1/19/79,230.6,141.1,46908.8,115.1,280.9,396.1,1940.8,782.1,899.1,4764.4,116335.5,206.5,207.6
1/22/79,235.0,144.0,46387.4,117.6,278.3,393.5,1886.9,781.1,898.4,4746.6,115493.3,203.5,205.7
1/23/79,230.0,141.1,45633.1,115.2,273.3,386.8,1895.4,768.4,883.8,4669.5,113615.3,200.7,202.0
1/24/79,236.1,144.7,46372.4,118.1,278.9,392.8,1926.1,780.9,898.1,4745.1,115456.0,203.9,205.6
1/25/79,233.9,144.0,46890.3,117.3,280.1,397.2,1937.8,785.6,903.6,4774.0,116157.9,205.2,206.5
1/26/79,235.5,144.6,46801.3,118.0,279.6,394.6,1929.3,782.2,899.6,4752.9,115646.5,204.3,206.0
1/29/79,235.2,145.3,46917.3,117.9,279.3,395.3,1887.0,780.0,896.1,4721.9,115498.5,203.1,206.0
1/30/79,233.5,144.1,46907.2,116.9,278.5,394.2,1921.6,777.9,893.7,4709.1,115185.5,203.1,205.6
1/31/79,233.7,144.8,45160.3,117.4,267.1,379.3,1840.8,745.2,856.1,4511.3,108235.8,194.5,197.2
2/1/79,229.4,142.9,47160.5,115.8,279.2,397.1,1927.1,780.1,896.3,4722.8,113310.7,202.3,205.8
2/2/79,230.3,143.5,46328.3,116.3,275.5,393.0,1907.4,772.1,887.1,4674.3,112148.3,199.4,203.5
2/5/79,243.1,150.3,47766.0,122.2,285.8,403.9,1971.9,800.5,909.7,4797.3,115919.1,207.0,210.9
2/6/79,244.5,150.8,48317.7,122.6,289.7,408.7,1996.8,810.8,921.4,4858.8,117405.4,211.0,214.0
2/7/79,251.6,153.7,48835.7,124.9,296.9,412.3,2031.0,824.6,937.2,4942.0,119415.1,215.6,218.4
2/8/79,250.5,153.5,50293.3,124.9,303.3,420.6,2081.0,845.0,960.3,5063.9,122359.8,217.6,223.1
2/9/79,246.8,151.3,48548.6,123.3,291.4,405.7,2000.9,812.6,923.5,4869.8,117670.3,208.8,214.7
2/12/79,244.3,150.0,49820.4,121.9,298.0,415.4,2046.4,840.7,961.5,5036.8,120300.1,214.3,220.0
2/13/79,240.6,148.1,48714.8,120.1,291.0,406.5,2000.6,822.1,940.2,4925.1,117630.5,208.7,214.4
2/14/79,240.7,148.3,47638.5,120.0,283.2,397.9,1946.7,799.9,914.9,4792.3,114459.4,202.6,209.9
2/15/79,247.8,152.4,49146.7,123.6,292.6,408.0,2008.3,825.2,943.8,4944.0,118083.0,209.8,216.4
2/16/79,247.1,152.2,49351.9,123.3,293.5,411.9,2016.7,828.7,947.8,4964.7,118576.0,210.0,217.2
2/19/79,248.1,152.8,50094.5,123.9,298.3,417.5,2047.4,839.9,959.5,5087.3,120360.2,213.6,220.5
2/20/79,247.0,152.2,49921.7,123.2,296.4,414.5,2032.4,833.9,952.7,5050.9,119499.2,210.0,219.3
2/21/79,250.8,154.6,50398.6,124.9,297.8,417.1,2039.2,836.7,955.8,5067.8,119897.9,211.0,220.5
2/22/79,252.4,155.4,50607.4,125.6,300.2,420.5,2052.7,842.2,962.2,5101.4,120691.8,212.6,222.3
2/23/79,251.0,154.4,50405.4,124.8,299.4,418.0,2042.0,837.8,957.1,5074.7,120061.9,211.7,221.3
2/26/79,248.6,152.7,50592.6,123.0,299.7,416.8,2034.5,837.2,957.4,5042.2,119622.7,211.5,221.7
2/27/79,247.9,152.5,50111.4,122.6,296.3,412.9,2012.7,828.3,947.1,4988.2,118340.2,210.3,219.5
2/28/79,251.3,154.6,50209.1,124.2,295.5,413.6,2011.7,827.8,946.6,4985.7,119929.3,209.4,219.6
3/1/79,248.8,153.3,50821.0,123.0,295.7,417.7,2023.9,832.9,952.4,5015.9,120655.2,210.2,221.2
3/2/79,248.0,152.8,50920.8,122.7,295.0,417.3,2020.5,831.5,950.8,5007.5,120454.2,210.0,221.3
3/5/79,238.2,147.0,49760.5,117.8,287.5,407.9,1972.1,813.9,929.2,4898.6,117567.5,204.8,216.0
3/6/79,239.8,147.9,48982.7,118.4,283.9,401.2,1941.2,801.2,914.7,4822.0,115729.6,202.0,212.9
3/7/79,242.3,149.1,49423.0,119.1,286.7,403.8,1954.0,806.5,920.7,4853.7,116489.0,204.0,214.9
3/8/79,239.2,147.1,48791.8,117.1,281.9,397.9,1919.8,792.4,904.6,4768.7,114450.4,201.0,212.2
3/9/79,241.0,148.4,49315.2,118.2,284.1,401.7,1938.1,799.9,913.2,4814.1,115539.8,202.7,213.8
3/12/79,240.0,148.0,49652.4,117.6,283.9,403.5,1939.7,806.5,924.6,4867.2,115638.2,203.0,214.5
3/13/79,239.1,147.8,50063.3,117.2,280.6,403.2,1963.4,801.7,919.1,4838.5,114954.9,202.2,214.2
3/14/79,239.5,147.8,49758.4,117.6,281.1,402.8,1969.9,804.4,922.2,4854.5,115336.3,202.3,214.3
3/15/79,240.1,148.2,49673.7,117.9,281.4,403.4,1970.1,804.4,922.2,4854.9,115344.9,202.1,214.1
3/16/79,244.0,150.8,49687.0,120.2,280.8,403.1,1972.9,805.6,923.6,4862.0,115512.7,202.3,214.0
3/19/79,242.3,149.7,50584.7,119.7,284.6,410.9,2016.9,821.2,938.1,4947.8,118090.2,206.3,217.8
3/20/79,242.1,149.4,50126.5,119.1,283.0,407.5,1991.6,810.8,926.3,4885.5,116603.6,204.1,216.0
3/21/79,239.9,148.3,49778.1,118.1,280.2,407.0,1977.7,805.2,919.9,4851.6,115793.2,203.4,215.0
3/22/79,242.9,149.9,49959.6,119.4,283.7,410.3,1998.0,813.5,929.3,4901.3,116979.6,205.0,216.9
3/23/79,242.5,149.7,49816.2,119.0,282.7,409.1,1987.5,809.2,924.4,4875.6,116365.5,204.0,215.8
3/26/79,245.3,151.0,50353.1,119.4,285.2,411.0,1989.9,817.3,933.9,4937.2,116508.1,205.5,217.5
3/27/79,244.4,150.7,51005.2,119.0,287.9,415.3,2006.2,824.0,941.5,4977.6,117461.9,208.4,219.9
3/28/79,244.4,150.7,50684.1,119.3,283.7,410.5,1988.9,816.9,933.4,4934.6,116448.7,206.3,218.1
3/29/79,241.5,149.1,50335.8,117.5,281.1,408.5,1966.0,807.5,922.7,4877.8,115108.3,203.9,215.8
3/30/79,240.1,148.0,50274.3,116.2,278.2,406.2,1940.2,796.7,910.4,4812.9,116123.6,202.4,214.6
4/2/79,239.7,148.5,50844.1,115.9,277.6,409.2,1948.1,807.9,922.9,4849.6,116233.1,203.1,215.2
4/3/79,240.0,148.8,51208.1,116.2,278.1,409.0,1942.6,808.2,923.1,4851.1,116269.0,202.9,215.6
4/4/79,239.8,148.5,51481.1,116.0,277.0,409.2,1940.8,807.5,922.3,4846.8,116164.3,202.7,215.7
4/5/79,240.7,149.1,51850.4,116.0,277.0,411.9,1939.5,806.9,921.7,4843.3,116082.2,202.9,216.3
4/6/79,239.8,148.5,51488.4,114.9,275.8,410.0,1922.7,799.9,913.7,4801.5,115078.7,203.4,216.1
4/9/79,240.2,149.9,51461.3,114.7,276.3,414.6,1957.6,808.0,919.2,4835.3,114762.1,203.1,215.6
4/10/79,239.8,149.3,50895.1,114.1,274.8,411.8,1946.3,803.6,914.2,4808.8,114134.8,202.6,215.6
4/11/79,238.4,148.3,50867.5,114.2,274.3,410.2,1956.2,807.7,918.8,4833.3,114715.2,203.4,216.0
4/12/79,234.0,145.9,50311.2,112.4,267.7,403.4,1917.6,824.3,900.7,4740.5,112447.7,198.5,211.2
4/13/79,234.0,145.9,50311.2,112.4,267.7,403.4,1917.6,824.3,900.7,4740.5,112447.7,198.5,211.2
4/16/79,234.0,145.9,50311.2,112.4,267.7,403.4,1917.6,824.3,898.4,4740.5,112447.7,198.5,211.2
4/17/79,231.9,144.8,50326.7,111.2,264.9,399.2,1897.5,815.7,889.0,4691.0,111271.5,196.4,209.3
4/18/79,233.2,145.4,50551.0,112.5,267.4,402.7,1931.5,830.3,905.0,4775.1,113268.1,199.3,211.9
4/19/79,240.9,149.9,52131.7,115.9,275.6,413.5,1980.3,851.3,927.8,4895.7,116127.6,204.7,217.5
4/20/79,236.4,147.7,51974.4,114.3,271.2,410.4,1965.6,844.9,920.9,4859.3,115264.5,201.7,215.3
4/23/79,236.9,147.8,51665.5,114.5,270.3,407.1,1953.9,799.9,908.6,4785.2,114579.4,200.8,213.8
4/24/79,239.7,149.3,52353.1,115.9,273.7,412.1,1982.1,811.4,921.7,4854.3,116233.1,203.1,217.0
4/25/79,241.8,150.4,52722.5,118.4,275.5,414.5,2020.7,827.2,939.7,4948.9,118498.2,205.9,219.1
4/26/79,242.2,150.7,52836.4,118.6,277.5,414.5,2025.1,829.0,941.7,4959.6,118754.2,205.7,219.1
4/27/79,243.7,151.2,53323.2,118.6,277.2,416.3,2016.6,825.5,937.7,4938.7,118255.7,205.2,219.9
4/30/79,245.3,152.8,54144.6,118.8,278.5,420.0,2013.1,819.4,930.2,4891.0,117423.3,206.9,221.1
5/1/79,247.3,152.8,54994.6,119.6,281.6,423.9,2044.7,832.3,944.8,4967.8,119266.6,209.0,223.9
5/2/79,246.3,153.2,55508.9,119.1,281.5,425.1,2036.1,828.8,940.9,4946.9,118765.7,209.3,224.3
5/3/79,246.5,153.3,55244.1,118.7,281.3,423.5,2019.6,822.2,933.4,4907.5,117819.5,208.5,223.3
5/4/79,248.5,154.5,54691.3,119.6,284.4,426.3,2034.5,838.8,940.1,5002.4,118673.5,209.1,224.3
5/7/79,248.5,154.5,54691.3,119.6,284.4,426.3,2034.5,838.8,940.1,5002.4,118673.5,209.1,224.3
5/8/79,249.0,154.8,56574.9,120.4,289.4,429.0,2066.0,852.0,954.8,5080.6,120528.7,211.2,225.5
5/9/79,248.0,154.1,52685.4,119.9,286.5,423.5,2039.6,841.1,942.6,5015.6,118987.2,208.5,221.9
5/10/79,252.3,157.1,53975.2,123.1,291.7,432.3,2096.6,864.6,969.0,5155.9,122316.1,214.3,227.2
5/11/79,251.5,156.7,54147.0,123.1,291.7,433.4,2103.3,867.3,972.1,5172.3,122705.4,213.8,227.9
5/14/79,251.0,156.4,53537.5,122.8,291.4,431.1,2090.0,843.2,961.6,5089.4,122158.0,212.8,225.8
5/15/79,255.5,159.6,54229.8,123.9,294.1,437.9,2066.6,844.5,963.0,5096.9,122336.4,213.1,227.7
5/16/79,256.5,160.1,54923.0,124.5,296.1,442.7,2090.7,854.3,974.2,5156.2,123759.9,216.2,230.6
5/17/79,256.8,160.7,55795.9,124.9,297.6,446.5,2107.2,861.1,981.9,5197.0,124739.1,217.5,232.7
5/18/79,256.4,161.1,56328.2,125.2,297.2,448.2,2115.5,864.4,985.7,5217.3,125226.4,216.9,233.1
5/21/79,262.0,164.9,57123.7,128.2,302.2,454.7,2148.9,885.1,1000.1,5288.3,127208.0,220.3,236.1
5/22/79,265.4,166.8,58180.6,129.8,307.2,461.2,2181.4,898.5,1015.2,5368.2,129128.6,223.0,239.9
5/23/79,264.2,165.9,57750.8,128.4,304.4,457.1,2154.5,887.4,1002.6,5301.9,127535.2,221.5,238.5
5/24/79,263.8,165.4,57519.3,128.5,303.9,456.1,2155.4,887.8,1003.1,5304.2,127589.7,221.2,238.3
5/25/79,270.6,170.0,59393.0,131.9,313.0,469.5,2215.7,917.9,1031.2,5469.2,131161.7,227.8,244.8
5/28/79,270.6,170.0,59393.0,131.9,313.0,469.5,2215.7,917.9,1031.2,5469.2,131161.7,227.8,244.8
5/29/79,273.8,172.2,61318.3,133.2,319.8,480.9,2260.0,936.2,1051.8,5578.4,133781.9,232.3,250.0
5/30/79,270.3,169.7,60036.9,131.3,316.3,472.9,2228.6,923.2,1037.2,5501.0,131925.5,230.1,247.2
5/31/79,274.6,172.0,61057.1,132.7,321.6,478.0,2253.4,933.3,1048.4,5560.8,133889.6,233.7,250.7
6/1/79,275.1,172.7,61222.2,132.6,322.7,479.8,2244.7,929.7,1044.4,5539.3,133374.1,233.2,250.0
6/4/79,272.9,171.0,60143.8,131.3,321.6,472.9,2215.5,929.6,1049.5,5525.2,131670.3,231.2,247.1
6/5/79,274.8,172.3,60913.3,132.1,323.9,478.6,2231.0,935.9,1056.5,5562.4,132556.7,232.7,249.4
6/6/79,280.0,175.7,61851.5,135.0,329.5,487.4,2277.7,955.5,1078.7,5679.0,135334.8,236.9,254.0
6/7/79,276.1,173.2,61289.2,133.7,329.1,483.1,2275.7,954.7,1077.7,5673.9,135213.9,236.0,252.7
6/8/79,280.0,175.5,60878.7,135.7,325.9,480.4,2263.0,949.3,1071.7,5642.1,134456.8,234.6,251.0
6/11/79,282.4,177.0,61768.2,136.5,331.8,489.4,2297.9,956.9,1081.1,5682.7,136496.6,238.2,254.7
6/12/79,277.8,174.0,61274.0,132.8,327.6,483.1,2244.2,934.8,1056.1,5551.3,133341.8,234.6,251.2
6/13/79,276.6,173.1,60790.6,131.5,323.4,477.7,2208.5,919.9,1039.3,5463.0,131218.9,232.9,249.6
6/14/79,279.0,174.5,61359.2,133.1,326.9,481.6,2238.8,932.5,1053.6,5538.0,133020.5,234.8,251.7
6/15/79,280.0,174.1,61190.1,132.9,327.2,474.3,2257.8,929.5,1050.1,5519.7,132582.1,234.7,251.5
6/18/79,278.0,172.8,61551.7,132.0,328.0,478.6,2263.1,950.5,1074.2,5650.0,132933.5,236.0,252.3
6/19/79,280.3,173.0,61040.1,132.0,328.6,469.7,2238.9,940.1,1062.4,5588.0,131473.7,233.4,249.6
6/20/79,281.4,173.1,61423.7,131.9,329.5,469.8,2240.9,940.9,1063.3,5593.0,131591.3,236.2,251.5
6/21/79,282.3,173.5,61430.4,131.9,329.8,466.0,2232.8,937.5,1059.5,5572.7,131114.1,237.0,252.0
6/22/79,283.5,173.7,60816.2,132.4,331.3,466.3,2274.3,941.2,1063.6,5594.6,131629.3,238.3,252.9
6/25/79,283.9,172.9,60879.6,131.5,332.8,467.8,2275.7,959.3,1091.1,5692.6,131766.6,240.5,253.9
6/26/79,281.5,172.2,60781.4,130.8,328.5,468.6,2263.2,953.6,1084.6,5659.0,130987.1,237.8,251.1
6/27/79,281.8,172.1,60768.3,130.7,326.9,465.9,2251.8,948.8,1079.2,5630.4,130326.7,237.9,251.2
6/28/79,275.9,168.4,60922.4,127.2,328.0,465.6,2240.7,944.2,1073.8,5602.7,129683.7,238.0,250.7
6/29/79,277.5,169.0,60161.4,127.3,322.6,457.7,2190.6,923.0,1049.8,5477.3,133065.6,232.3,245.5
7/2/79,282.5,172.3,61572.1,129.1,329.9,467.4,2252.7,943.9,1071.6,5671.1,135330.2,238.9,252.1
7/3/79,281.4,171.4,61559.8,127.7,328.4,467.2,2210.0,936.4,1063.0,5625.8,134248.9,236.7,251.0
7/4/79,283.5,172.1,61420.9,127.4,329.2,467.8,2199.3,931.8,1057.8,5598.5,133599.0,240.0,252.2
7/5/79,288.3,174.7,62193.3,129.3,333.9,473.1,2221.2,941.1,1068.4,5654.3,134929.5,244.3,255.2
7/6/79,290.3,176.5,63156.6,130.7,336.3,482.3,2258.0,956.7,1086.0,5747.8,137161.0,245.7,258.4
7/9/79,287.9,175.5,63193.0,130.7,335.6,483.7,2328.7,977.9,1107.0,5871.2,138313.4,245.8,258.2
7/10/79,290.5,176.6,63110.6,130.7,336.1,482.3,2307.2,968.5,1096.4,5815.1,136990.3,244.7,257.5
7/11/79,290.3,175.8,63196.6,130.0,336.9,481.3,2300.8,965.9,1093.4,5799.0,136611.8,245.8,258.6
7/12/79,290.8,176.1,63164.4,130.5,336.9,481.2,2306.8,968.4,1096.2,5814.0,136965.5,246.0,258.7
7/13/79,287.5,174.1,62730.7,129.0,335.2,476.5,2288.6,960.7,1087.6,5768.1,135884.7,243.0,255.5
7/16/79,292.8,176.9,63167.0,130.6,337.7,479.6,2297.4,973.5,1100.9,5848.8,136407.4,246.0,258.2
7/17/79,296.3,178.2,64137.3,130.5,343.8,484.4,2307.7,977.9,1105.8,5875.2,137022.5,249.4,262.8
7/18/79,302.2,181.1,64895.2,132.7,353.6,495.2,2358.6,999.1,1129.8,6002.6,139995.3,256.8,268.9
7/19/79,299.2,179.5,64755.7,130.4,349.5,490.6,2344.4,979.8,1108.0,5886.9,137295.6,251.8,265.5
7/20/79,298.8,180.5,64874.2,131.4,347.5,491.2,2353.5,983.6,1112.3,5909.6,137825.4,252.1,265.0
7/23/79,304.9,183.3,65495.3,132.5,352.9,495.3,2365.2,1015.7,1149.0,6068.0,138444.3,254.1,268.0
7/24/79,305.3,183.3,65716.2,131.3,357.0,501.0,2362.5,1015.1,1148.2,6064.1,138354.0,257.1,269.7
7/25/79,303.4,182.7,65194.3,130.7,353.1,497.3,2339.0,1005.0,1136.8,6003.9,136980.3,253.9,266.9
7/26/79,305.2,183.9,65100.5,131.0,354.3,498.2,2331.0,1001.6,1132.9,5983.3,136510.0,254.1,267.0
7/27/79,305.8,184.6,65782.6,132.3,357.4,502.6,2367.3,1017.1,1150.5,6076.3,138632.6,256.6,269.9
7/30/79,301.4,182.4,66160.2,130.3,355.6,505.3,2359.4,1025.7,1158.6,6161.8,138179.8,255.9,269.4
7/31/79,296.5,179.7,63972.9,131.9,345.2,490.6,2354.1,1023.3,1156.0,6147.7,145048.8,248.8,262.8
8/1/79,290.1,175.6,62918.9,127.8,341.0,482.7,2297.7,998.8,1128.2,6000.2,141568.9,243.0,257.6
8/2/79,291.5,176.3,63431.7,128.5,344.5,485.8,2315.2,1006.4,1136.9,6046.0,142649.9,245.5,258.8
8/3/79,286.5,173.6,62575.1,126.2,338.7,478.9,2278.1,990.3,1118.7,5949.2,140366.3,244.3,255.3
8/6/79,282.7,171.1,62104.3,126.3,337.2,475.6,2298.3,998.5,1102.4,5998.9,141538.7,244.1,255.0
8/7/79,285.1,172.7,61136.2,128.5,331.2,468.7,2282.6,992.2,1095.4,5960.8,140638.5,237.9,249.6
8/8/79,289.0,175.0,62137.0,130.4,336.0,476.2,2322.3,1009.5,1114.5,6064.7,143089.7,240.7,254.3
8/9/79,297.1,179.4,63273.3,132.9,343.4,483.5,2346.5,1020.0,1126.0,6127.7,144575.7,245.2,257.6
8/10/79,303.8,183.5,65453.4,135.2,355.2,498.8,2416.1,1050.2,1159.4,6309.4,148864.2,253.2,268.2
8/13/79,298.8,180.6,65892.9,133.6,356.4,502.5,2437.2,1029.5,1162.8,6222.1,150173.0,255.3,269.3
8/14/79,292.0,176.8,63535.9,130.8,343.5,485.4,2352.6,993.7,1122.4,6005.7,144950.8,244.4,259.7
8/15/79,301.9,182.8,65116.2,135.2,351.8,498.2,2409.8,1017.9,1149.7,6151.9,148479.5,251.9,265.8
8/16/79,297.9,180.3,64350.7,134.1,347.0,491.1,2391.4,1010.1,1140.9,6104.8,147342.5,249.4,264.1
8/17/79,300.6,182.0,64911.4,135.5,349.3,495.6,2413.5,1019.5,1151.4,6161.2,148703.4,249.5,264.8
8/20/79,298.8,180.9,65015.9,134.5,349.7,496.7,2412.2,1019.0,1128.0,6158.3,148634.4,249.0,265.5
8/21/79,300.5,182.0,65064.1,135.9,348.0,495.6,2421.6,1022.9,1132.4,6182.1,149207.9,250.7,265.2
8/22/79,311.0,188.2,68363.0,140.2,363.2,516.7,2516.3,1062.9,1176.6,6423.8,155040.8,260.7,276.5
8/23/79,310.1,187.5,67814.1,139.4,360.6,512.9,2494.2,1053.6,1166.3,6367.4,153679.3,259.4,274.7
8/24/79,314.8,190.3,69005.8,140.9,367.1,520.6,2524.9,1051.1,1180.7,6418.0,155581.4,261.8,279.1
8/27/79,314.8,190.3,69005.8,140.9,367.1,520.6,2524.9,1051.1,1187.8,6418.0,155581.4,261.8,279.1
8/28/79,316.8,191.7,69720.1,140.8,369.3,524.7,2519.1,1048.6,1185.0,6402.7,155211.2,264.1,280.7
8/29/79,315.2,190.7,69669.4,139.9,368.3,522.2,2497.1,1039.5,1174.6,6346.9,153857.6,262.1,279.1
8/30/79,319.2,193.3,70216.9,142.1,373.3,528.8,2542.2,1058.2,1195.8,6461.4,156632.9,266.4,282.9
8/31/79,315.1,190.4,69957.5,139.9,370.4,526.4,2527.7,1052.2,1189.0,6424.5,153643.9,265.4,281.6
9/3/79,322.9,195.2,70663.6,143.6,372.2,529.4,2545.3,1072.4,1210.2,6482.6,154726.9,267.0,283.5
9/4/79,325.0,196.3,71652.3,145.2,378.4,536.7,2594.1,1092.9,1233.3,6606.5,157684.2,270.3,287.3
9/5/79,329.0,198.6,72842.2,146.7,384.5,544.3,2629.2,1107.7,1250.0,6695.9,159818.4,274.4,291.7
9/6/79,335.5,201.8,75211.0,149.3,397.7,558.8,2717.5,1144.9,1291.9,6920.6,165182.1,283.6,301.8
9/7/79,329.2,197.7,73062.7,146.3,386.1,538.6,2637.2,1111.0,1253.8,6716.2,160302.2,275.6,292.9
9/10/79,336.3,201.8,74343.6,149.8,391.3,547.6,2684.6,1129.6,1276.4,7131.0,163194.6,280.8,298.1
9/11/79,339.5,204.1,75034.6,151.5,393.1,553.1,2708.4,1139.5,1287.6,7193.6,164628.5,282.3,300.2
9/12/79,337.1,202.6,74928.0,151.7,391.6,549.4,2718.2,1143.6,1292.3,7219.8,165226.6,281.4,298.8
9/13/79,333.0,200.5,74863.2,151.1,389.2,547.7,2722.7,1145.6,1294.4,7231.8,165502.5,280.3,298.2
9/14/79,345.8,208.3,77158.8,159.5,401.7,564.7,2801.7,1202.0,1358.3,7588.3,173661.3,289.4,309.3
9/17/79,351.8,211.6,78404.3,163.5,407.8,572.5,2875.4,1173.6,1325.2,7069.4,177565.1,289.3,312.4
9/18/79,375.8,226.0,83085.7,174.4,432.6,604.5,3040.2,1241.1,1401.4,7476.0,187777.0,309.4,331.8
9/19/79,369.0,221.7,84013.1,172.0,437.8,610.2,3090.1,1261.5,1424.5,7598.9,190862.8,312.2,334.8
9/20/79,380.0,225.5,82666.8,175.8,438.2,593.5,3063.0,1250.4,1411.9,7532.1,189185.1,310.0,333.4
9/21/79,369.0,218.7,82970.4,170.6,435.7,586.2,3040.7,1241.3,1401.7,7477.2,187808.5,311.2,330.6
9/24/79,380.4,225.8,84025.4,176.4,440.0,594.7,3090.1,1267.2,1429.7,7655.4,190394.5,312.4,334.0
9/25/79,376.7,223.7,83744.3,174.5,439.2,591.8,3072.2,1262.9,1424.9,7629.7,189757.5,311.5,334.3
9/26/79,373.8,221.4,81538.7,170.8,432.4,586.2,2988.2,1228.4,1386.0,7421.1,184567.9,305.5,327.2
9/27/79,395.5,232.7,86286.8,179.5,448.9,601.0,3091.6,1270.9,1433.9,7677.7,190950.9,318.2,342.3
9/28/79,397.3,233.2,89088.5,180.4,460.7,616.5,3190.3,1306.8,1474.4,7894.9,191720.6,327.2,351.7
10/1/79,414.8,243.3,89971.8,189.1,463.7,618.3,3220.0,1329.5,1504.4,8113.9,193719.4,329.5,353.5
10/2/79,426.0,251.7,98479.7,194.4,507.0,683.1,3530.1,1456.0,1647.5,8885.6,212145.2,362.0,388.3
10/3/79,402.0,238.0,93915.8,184.1,486.3,662.7,3392.3,1399.2,1583.2,8538.7,203862.1,346.7,371.9
10/4/79,384.0,227.8,88097.6,175.5,459.5,625.8,3191.9,1316.5,1489.6,8034.3,191819.7,325.5,350.1
10/5/79,385.0,228.5,82378.0,176.5,428.6,580.4,2981.6,1229.8,1391.5,7505.0,179182.8,304.4,326.6
10/8/79,372.0,224.1,85050.0,173.7,439.1,609.5,3097.7,1270.0,1437.1,7664.2,187099.0,312.9,336.3
10/9/79,385.8,233.0,85177.1,179.0,441.5,612.6,3082.0,1262.8,1429.0,7620.5,186031.9,309.8,335.4
10/10/79,413.0,247.5,92305.8,190.3,480.0,659.1,3322.8,1361.5,1540.6,8216.1,200571.9,337.7,363.9
10/11/79,401.5,241.1,90552.2,185.5,469.9,647.3,3256.4,1334.3,1509.8,8051.8,196560.6,331.2,357.4
10/12/79,395.0,237.4,88219.7,182.9,455.0,629.1,3162.8,1295.9,1466.4,7820.4,190913.2,321.1,347.2
10/15/79,402.9,242.7,92023.7,186.8,470.9,653.5,3288.7,1347.8,1520.7,8146.4,197737.1,331.8,359.5
10/16/79,394.3,238.0,92475.9,183.1,468.0,652.1,3262.3,1342.2,1514.4,8112.7,196918.7,330.0,358.5
10/17/79,386.0,233.3,90520.3,180.0,454.1,637.7,3174.3,1306.0,1473.5,7893.7,191603.6,320.3,348.7
10/18/79,380.5,229.4,88734.1,176.8,450.6,626.0,3127.2,1286.6,1451.7,7776.7,188761.9,315.5,343.5
10/19/79,393.0,236.9,89644.5,182.4,458.8,638.5,3178.3,1307.7,1475.4,7903.9,191849.7,320.9,349.2
10/22/79,392.0,236.9,92412.1,182.4,467.4,658.7,3265.9,1334.0,1503.3,8062.7,195705.4,327.5,356.2
10/23/79,385.0,233.4,91351.0,182.2,459.6,649.4,3229.5,1329.9,1498.7,8038.2,195109.3,325.1,350.6
10/24/79,395.0,239.0,91215.1,187.1,460.0,645.4,3210.3,1336.0,1505.5,8074.8,195999.8,321.1,351.3
10/25/79,391.8,236.8,91551.5,185.4,461.0,648.5,3225.4,1342.3,1512.6,8112.8,196921.5,323.6,354.1
10/26/79,375.0,227.1,87847.5,178.2,442.7,625.9,3104.4,1291.9,1455.8,7808.3,189529.2,310.9,339.6
10/29/79,374.0,227.1,88354.1,178.4,442.9,629.8,3110.7,1268.6,1422.2,7627.6,190044.1,312.2,339.9
10/30/79,377.6,229.1,89523.8,182.6,444.4,629.9,3134.0,1290.6,1446.9,7759.9,193342.0,313.0,342.3
10/31/79,382.0,231.5,90261.1,184.0,449.3,631.0,3142.6,1298.6,1455.9,7808.0,183783.9,315.5,346.9
11/1/79,378.5,229.1,90343.7,182.7,449.2,627.2,3148.7,1301.1,1458.7,7823.1,184138.5,315.7,347.3
11/2/79,372.8,224.9,87451.5,180.4,442.7,609.2,3101.9,1281.5,1436.8,7705.5,181370.8,308.7,338.7
11/5/79,381.0,229.5,89567.3,184.2,448.3,621.6,3136.9,1267.9,1417.7,7644.1,183580.0,312.1,344.0
11/6/79,384.3,232.4,91293.8,185.3,453.5,633.6,3191.6,1281.9,1433.4,7728.3,185604.5,317.7,349.5
